id,subject,body,label
11639,Ticket pendente,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11640,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11641,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11642,Mensagem motivacional,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11643,Dúvida sobre o sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11644,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11645,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11646,Parabéns pelo trabalho,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11647,Dúvida sobre o sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11648,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11649,Ticket pendente,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11650,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11651,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11652,Parabéns pelo trabalho,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11653,Atualização de contrato,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11654,Mensagem de boas-vindas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11655,Erro no sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11656,Agradecimento,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11657,Problema de acesso,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11658,Desejo de sucesso,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11659,Pedido de alteração cadastral,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11660,Agradecimento,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11661,Dúvida sobre o sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11662,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11663,Dúvida sobre o sistema,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11664,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11665,Confirmação de entrega de projeto,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11666,Felicitações,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11667,Solicitação de suporte,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11668,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11669,Solicitação de suporte,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11670,Parabéns pelo trabalho,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11671,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11672,Mensagem motivacional,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11673,Confirmação de entrega de projeto,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11674,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11675,Solicitação de suporte,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11676,Convite para confraternização,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11677,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11678,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11679,Erro no sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11680,Desejo de sucesso,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11681,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11682,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11683,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11684,Mensagem de boas-vindas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11685,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11686,Boas festas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
11687,Solicitação de relatório,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11688,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11689,Solicitação de relatório,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11690,Boas festas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11691,Solicitação de suporte,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11692,Reconhecimento de esforço,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11693,Agendamento de reunião técnica,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11694,Elogio ao time,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11695,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11696,Mensagem de boas-vindas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11697,Problema de acesso,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11698,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11699,Solicitação de relatório,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11700,Felicitações,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11701,Ticket pendente,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
11702,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11703,Dúvida sobre o sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11704,Mensagem de boas-vindas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11705,Ticket pendente,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11706,Desejo de sucesso,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
11707,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11708,Agradecimento,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11709,Atualização de contrato,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
11710,Elogio ao time,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11711,Solicitação de suporte,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11712,Mensagem motivacional,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11713,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11714,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11715,Dúvida sobre o sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11716,Parabéns pelo trabalho,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
11717,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11718,Boas festas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
11719,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11720,Boas festas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11721,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11722,Elogio ao time,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11723,Atualização de contrato,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11724,Boas festas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11725,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11726,Mensagem motivacional,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11727,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11728,Parabéns pelo trabalho,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11729,Problema de acesso,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11730,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11731,Problema de acesso,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11732,Convite para confraternização,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
11733,Atualização de contrato,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
11734,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
11735,Erro no sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
11736,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11737,Solicitação de suporte,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
11738,Elogio ao time,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11739,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
11740,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11741,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11742,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11743,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
11744,Convite para confraternização,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
11745,Problema de acesso,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11746,Agradecimento,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
11747,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
11748,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
11749,Agendamento de reunião técnica,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
11750,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
11751,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
11752,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
